Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return
2021-12-27,684.469970703125,693.219970703125,679.0499877929688,692.4400024414062,321100,0.0,0.0,
2021-12-28,692.8099975585938,698.0399780273438,691.4299926757812,696.8699951171875,243600,0.0,0.0,0.006397655623825882
2021-12-29,699.72998046875,710.1599731445312,699.72998046875,708.1400146484375,252700,0.0,0.0,0.016172341484375075
2021-12-30,707.3699951171875,710.8599853515625,700.780029296875,701.77001953125,229200,0.0,0.0,-0.008995389309203072
2021-12-31,702.760009765625,710.6900024414062,699.0,706.22998046875,381900,0.0,0.0,0.006355302753570324
2022-01-03,703.760009765625,708.7100219726562,688.47998046875,695.9400024414062,359300,0.0,0.0,-0.01457029340571736
2022-01-04,694.8499755859375,704.2000122070312,694.6799926757812,698.8599853515625,401000,0.0,0.0,0.0041957394314349195
2022-01-05,700.760009765625,703.0499877929688,684.4299926757812,685.3300170898438,452000,0.0,0.0,-0.019360055726917125
2022-01-06,689.3099975585938,701.9500122070312,687.1599731445312,700.219970703125,406200,0.0,0.0,0.02172669114437653
2022-01-07,699.969970703125,699.969970703125,681.2899780273438,682.25,351100,0.0,0.0,-0.025663322177287395
2022-01-10,681.719970703125,681.719970703125,664.4400024414062,675.0800170898438,456700,0.0,0.0,-0.01050931903284169
2022-01-11,673.3599853515625,681.8699951171875,664.9400024414062,681.5999755859375,408500,0.0,0.0,0.009658052869347511
2022-01-12,683.27001953125,687.5,678.530029296875,683.5999755859375,354200,0.0,0.0,0.0029342724055714253
2022-01-13,692.9600219726562,693.6699829101562,685.1199951171875,687.739990234375,292100,0.0,0.0,0.006056194845368346
2022-01-14,692.4600219726562,692.7899780273438,674.77001953125,678.8699951171875,590500,0.0,0.0,-0.012897308929446849
2022-01-18,674.1699829101562,677.0399780273438,656.4500122070312,665.6699829101562,543100,0.0,0.0,-0.01944409430667593
2022-01-19,668.0,673.780029296875,658.8900146484375,659.5900268554688,538000,0.0,0.0,-0.009133589031771194
2022-01-20,659.6400146484375,669.3400268554688,646.0900268554688,648.0599975585938,495100,0.0,0.0,-0.017480599808100905
2022-01-21,649.9299926757812,653.52001953125,633.8099975585938,635.9199829101562,897300,0.0,0.0,-0.018732856053717217
2022-01-24,630.8900146484375,660.530029296875,630.8900146484375,657.77001953125,607100,0.0,0.0,0.034359726393722756
2022-01-25,655.0,656.97998046875,642.4099731445312,646.3699951171875,686400,0.0,0.0,-0.017331322613618916
2022-01-26,649.0,654.6400146484375,629.989990234375,630.8200073242188,704700,0.0,0.0,-0.02405740970409609
2022-01-27,638.47998046875,644.0999755859375,631.0,634.6699829101562,499500,0.0,0.0,0.006103128533079039
2022-01-28,640.5900268554688,643.52001953125,629.510009765625,643.52001953125,681700,0.0,0.0,0.013944312570942197
2022-01-31,640.0,653.1699829101562,636.1099853515625,651.75,608400,0.0,0.0,0.012789004567013817
2022-02-01,651.3599853515625,657.739990234375,645.27001953125,656.989990234375,440800,0.0,0.0,0.008039877613156943
2022-02-02,658.4099731445312,674.739990234375,652.6799926757812,672.4199829101562,563800,0.0,0.0,0.02348588700761911
2022-02-03,666.3900146484375,673.2999877929688,658.1400146484375,660.47998046875,511900,0.0,0.0,-0.017756763250448504
2022-02-04,656.219970703125,656.219970703125,634.1599731445312,646.4299926757812,493200,0.0,0.0,-0.02127239009272819
2022-02-07,647.02001953125,650.97998046875,633.0,634.030029296875,513100,0.0,0.0,-0.019182221616263262
2022-02-08,636.3800048828125,645.4500122070312,628.8300170898438,637.1300048828125,481300,0.0,0.0,0.0048893198156170214
2022-02-09,645.4500122070312,651.0800170898438,634.3699951171875,640.219970703125,669000,0.0,0.0,0.004849819968659075
2022-02-10,632.47998046875,670.5399780273438,631.2000122070312,658.4500122070312,1291500,0.0,0.0,0.028474652991353988
2022-02-11,660.6599731445312,674.47998046875,655.0,668.280029296875,688400,0.0,0.0,0.014929025601950974
2022-02-14,672.8099975585938,672.8099975585938,651.1199951171875,661.0399780273438,783100,0.0,0.0,-0.010833858490652215
2022-02-15,664.9099731445312,677.8099975585938,661.5700073242188,674.760009765625,671200,0.0,0.0,0.0207552223682812
2022-02-16,676.9099731445312,680.9600219726562,669.780029296875,678.4400024414062,588100,0.0,0.0,0.005453780044047729
2022-02-17,676.6199951171875,683.239990234375,670.010009765625,674.9400024414062,602200,0.0,0.0,-0.005158893914576135
2022-02-18,673.9299926757812,684.4400024414062,673.4000244140625,676.9600219726562,569400,0.0,0.0,0.0029928875514018127
2022-02-22,674.9199829101562,677.4600219726562,647.1099853515625,652.2100219726562,975000,0.0,0.0,-0.03656050460391835
2022-02-23,653.0,655.5,626.4099731445312,631.75,626400,0.0,0.0,-0.03137029681140657
2022-02-24,622.9199829101562,638.27001953125,620.8200073242188,637.1599731445312,620100,0.0,0.0,0.008563471538632683
2022-02-25,638.27001953125,655.280029296875,635.8300170898438,654.7100219726562,403900,0.0,0.0,0.02754417974737411
2022-02-28,649.7000122070312,653.6699829101562,640.22998046875,649.239990234375,729200,0.0,0.0,-0.008354892325918462
2022-03-01,647.4199829101562,660.4199829101562,645.7100219726562,656.52001953125,748700,0.0,0.0,0.011213156007606528
2022-03-02,656.52001953125,681.4400024414062,654.6500244140625,675.8699951171875,580800,0.0,0.0,0.029473549945595368
2022-03-03,680.75,687.22998046875,673.7100219726562,684.1900024414062,744400,0.0,0.0,0.01231007055251232
2022-03-04,679.4199829101562,686.6900024414062,671.6799926757812,674.0900268554688,725300,0.0,0.0,-0.01476194558514099
2022-03-07,674.0,682.4099731445312,657.0700073242188,660.4299926757812,574100,0.0,0.0,-0.02026440628918602
2022-03-08,661.219970703125,672.780029296875,650.5499877929688,655.1699829101562,584600,0.0,0.0,-0.007964522847173638
2022-03-09,665.3900146484375,679.77001953125,661.9400024414062,674.7000122070312,493600,0.0,0.0,0.029809102685269373
2022-03-10,665.2999877929688,676.9500122070312,660.1500244140625,675.5800170898438,454300,0.0,0.0,0.0013042905986231368
2022-03-11,682.7100219726562,689.75,674.6799926757812,675.1099853515625,404900,0.0,0.0,-0.0006957454726177481
2022-03-14,678.0700073242188,686.5900268554688,670.3300170898438,674.8200073242188,726400,0.0,0.0,-0.00042952708986043753
2022-03-15,679.739990234375,697.4099731445312,675.5900268554688,695.8400268554688,603400,0.0,0.0,0.031149075758138967
2022-03-16,698.219970703125,701.530029296875,683.3300170898438,700.8599853515625,591100,0.0,0.0,0.0072142422142329465
2022-03-17,696.0499877929688,701.75,691.1599731445312,701.3200073242188,488000,0.0,0.0,0.0006563678655808758
2022-03-18,694.239990234375,696.1500244140625,670.0499877929688,689.97998046875,958400,0.0,0.0,-0.016169547049905142
2022-03-21,689.8499755859375,691.1900024414062,678.3800048828125,685.469970703125,515200,0.0,0.0,-0.0065364356840629245
2022-03-22,690.6900024414062,690.75,681.5599975585938,687.0,567800,0.0,0.0,0.0022320880013249056
2022-03-23,686.8400268554688,689.3699951171875,680.010009765625,688.25,670500,0.0,0.0,0.001819505094614371
2022-03-24,688.1799926757812,701.4199829101562,684.7999877929688,700.239990234375,612400,0.0,0.0,0.017420981088812182
2022-03-25,702.8699951171875,704.25,694.3900146484375,703.3599853515625,521700,0.0,0.0,0.004455608306722425
2022-03-28,705.0,705.0,682.6099853515625,686.5499877929688,578800,0.0,0.0,-0.02389956481557809
2022-03-29,692.4400024414062,703.6199951171875,689.5399780273438,702.52001953125,538200,0.0,0.0,0.02326128034699937
2022-03-30,702.510009765625,704.1599731445312,693.6799926757812,696.530029296875,484200,0.0,0.0,-0.008526433507719533
2022-03-31,700.739990234375,700.739990234375,684.4000244140625,684.9600219726562,563600,0.0,0.0,-0.0166109239193869
2022-04-01,688.4099731445312,692.1599731445312,665.010009765625,667.4299926757812,532200,0.0,0.0,-0.025592777292883784
2022-04-04,668.2000122070312,687.5599975585938,662.1799926757812,686.8499755859375,532500,0.0,0.0,0.02909665901033298
2022-04-05,682.8200073242188,697.9500122070312,682.3400268554688,690.489990234375,662800,0.0,0.0,0.005299577459156657
2022-04-06,688.3499755859375,702.5900268554688,682.510009765625,701.1400146484375,496500,0.0,0.0,0.015423865030175898
2022-04-07,695.3300170898438,728.4500122070312,695.3300170898438,726.8300170898438,750500,0.0,0.0,0.036640331324247155
2022-04-08,725.0,747.0,723.3800048828125,736.469970703125,476700,0.0,0.0,0.01326300976379402
2022-04-11,733.72998046875,739.3499755859375,721.0399780273438,723.9400024414062,364900,0.0,0.0,-0.017013549445547782
2022-04-12,725.1699829101562,732.2100219726562,714.1099853515625,717.5499877929688,455900,0.0,0.0,-0.008826718549724943
2022-04-13,720.219970703125,724.9400024414062,713.1199951171875,724.0999755859375,384600,0.0,0.0,0.009128266886485603
2022-04-14,724.5700073242188,729.5,712.8699951171875,713.8800048828125,407900,0.0,0.0,-0.014114032658066433
2022-04-18,710.0,727.3499755859375,709.9099731445312,721.6199951171875,469700,0.0,0.0,0.01084214459213717
2022-04-19,723.0999755859375,733.4199829101562,722.1799926757812,730.2899780273438,475100,0.0,0.0,0.012014610139438053
2022-04-20,734.0599975585938,744.719970703125,733.4099731445312,743.8599853515625,431600,0.0,0.0,0.018581669929079503
2022-04-21,746.5999755859375,748.6799926757812,726.5999755859375,728.1500244140625,433700,0.0,0.0,-0.021119513412292457
2022-04-22,725.1799926757812,725.5,706.1300048828125,707.77001953125,483100,0.0,0.0,-0.02798874435142973
2022-04-25,706.9400024414062,715.9000244140625,699.2100219726562,713.4199829101562,471200,0.0,0.0,0.00798276731564318
2022-04-26,713.719970703125,722.489990234375,707.4099731445312,714.25,551100,0.0,0.0,0.0011634340356685424
2022-04-27,714.25,722.489990234375,707.5599975585938,713.2899780273438,643900,0.0,0.0,-0.0013440979666170527
2022-04-28,654.1799926757812,666.489990234375,621.5399780273438,623.280029296875,1983800,0.0,0.0,-0.12618984074246764
2022-04-29,624.8900146484375,630.27001953125,606.010009765625,606.5499877929688,1149400,0.0,0.0,-0.02684193415081737
2022-05-02,603.2100219726562,624.7000122070312,601.5800170898438,610.6500244140625,917600,0.0,0.0,0.006759602182191848
2022-05-03,612.1199951171875,613.8699951171875,596.3099975585938,603.489990234375,676600,0.0,0.0,-0.011725266344757457
2022-05-04,601.780029296875,629.47998046875,599.9000244140625,628.0800170898438,816800,0.0,0.0,0.04074637069940268
2022-05-05,624.27001953125,627.5,596.9299926757812,603.5499877929688,683100,0.0,0.0,-0.0390555799092811
2022-05-06,599.0499877929688,609.4299926757812,586.8200073242188,608.4000244140625,683500,0.0,0.0,0.008035849091521108
2022-05-09,603.7899780273438,614.510009765625,600.1500244140625,610.0700073242188,872500,0.0,0.0,0.0027448764680189086
2022-05-10,622.3499755859375,627.989990234375,604.27001953125,611.8099975585938,842800,0.0,0.0,0.0028521156809635517
2022-05-11,608.1099853515625,619.8099975585938,603.780029296875,607.530029296875,810100,0.0,0.0,-0.0069955840519079215
2022-05-12,606.3400268554688,628.1799926757812,606.3400268554688,622.3400268554688,770900,0.0,0.0,0.024377391806844617
2022-05-13,619.510009765625,643.1300048828125,619.010009765625,635.6199951171875,594600,0.0,0.0,0.021338766090330363
2022-05-16,634.3499755859375,643.969970703125,629.7000122070312,638.8300170898438,566100,0.0,0.0,0.005050221826430112
2022-05-17,648.989990234375,652.2999877929688,636.0999755859375,648.3400268554688,533700,0.0,0.0,0.014886604435006667
2022-05-18,637.3200073242188,638.510009765625,592.5499877929688,599.8699951171875,963700,0.0,0.0,-0.07476020256433502
2022-05-19,597.6099853515625,609.8300170898438,586.3499755859375,601.530029296875,805500,0.0,0.0,0.0027673232420355465
2022-05-20,602.27001953125,602.6099853515625,562.9000244140625,572.5700073242188,1513500,0.0,0.0,-0.048143933905523295
2022-05-23,580.5700073242188,583.219970703125,567.6699829101562,579.1099853515625,875600,0.0,0.0,0.01142214566548283
2022-05-24,585.530029296875,611.6099853515625,578.1099853515625,608.1799926757812,768900,0.0,0.0,0.05019773110382664
2022-05-25,608.1699829101562,619.0800170898438,604.0,615.7899780273438,690100,0.0,0.0,0.012512719002940598
2022-05-26,620.0,642.719970703125,617.6199951171875,639.1500244140625,525600,0.0,0.0,0.03793508699435422
2022-05-27,639.02001953125,649.8800048828125,639.02001953125,647.3400268554688,513500,0.0,0.0,0.012813896782550183
2022-05-31,641.27001953125,647.3599853515625,634.1599731445312,637.1699829101562,659100,0.0,0.0,-0.015710513058669773
2022-06-01,640.0,641.0,623.969970703125,624.6099853515625,544900,0.0,0.0,-0.019712161425477492
2022-06-02,624.8699951171875,634.47998046875,613.5999755859375,634.1199951171875,502100,0.0,0.0,0.015225516704271413
2022-06-03,631.760009765625,637.72998046875,612.5,631.6099853515625,350800,0.0,0.0,-0.003958256773090918
2022-06-06,634.469970703125,639.5599975585938,629.030029296875,637.7999877929688,314700,0.0,0.0,0.009800355575380504
2022-06-07,632.3699951171875,637.0,626.030029296875,634.8400268554688,330700,0.0,0.0,-0.004640892120024276
2022-06-08,635.030029296875,636.0,624.0900268554688,624.8300170898438,406000,0.0,0.0,-0.01576776722036133
2022-06-09,620.0,633.5800170898438,618.6099853515625,619.1300048828125,546000,0.0,0.0,-0.009122500601970396
2022-06-10,612.52001953125,615.1500244140625,605.469970703125,607.4400024414062,525400,0.0,0.0,-0.018881337278458865
2022-06-13,595.9099731445312,604.5999755859375,590.0,594.27001953125,751100,0.0,0.0,-0.021681125472843066
2022-06-14,598.8699951171875,607.969970703125,593.780029296875,596.6900024414062,548100,0.0,0.0,0.004072194172044963
2022-06-15,607.1799926757812,607.1799926757812,593.8200073242188,599.010009765625,486600,0.0,0.0,0.0038881283660296972
2022-06-16,591.780029296875,593.0800170898438,580.010009765625,585.0,640100,0.0,0.0,-0.023388607097077907
2022-06-17,585.0700073242188,592.8099975585938,581.3200073242188,586.719970703125,1092500,0.0,0.0,0.0029401208600428053
2022-06-21,595.0700073242188,599.3699951171875,590.3300170898438,597.3499755859375,549000,0.0,0.0,0.018117680347702336
2022-06-22,593.239990234375,614.010009765625,591.760009765625,608.8200073242188,620900,0.0,0.0,0.01920152708976075
2022-06-23,620.5999755859375,628.3499755859375,615.010009765625,628.1900024414062,663800,0.0,0.0,0.03181563497283735
2022-06-24,630.0900268554688,640.2100219726562,625.780029296875,639.0599975585938,878300,0.0,0.0,0.017303674166959437
2022-06-27,639.0599975585938,644.72998046875,634.6199951171875,641.1199951171875,477000,0.0,0.0,0.003223480684855229
2022-06-28,642.2000122070312,650.530029296875,630.0499877929688,630.52001953125,457600,0.0,0.0,-0.01653352830463506
2022-06-29,640.3400268554688,646.3800048828125,630.530029296875,637.1300048828125,635100,0.0,0.0,0.010483386961252394
2022-06-30,632.5399780273438,639.8300170898438,625.9400024414062,631.760009765625,636200,0.0,0.0,-0.008428413472969631
2022-07-01,626.9199829101562,638.2999877929688,624.8499755859375,636.0800170898438,532500,0.0,0.0,0.006838051249589805
2022-07-05,633.9500122070312,649.3400268554688,626.4400024414062,647.510009765625,464300,0.0,0.0,0.01796942580915384
2022-07-06,651.0599975585938,661.510009765625,644.2899780273438,657.75,483100,0.0,0.0,0.015814412256084598
2022-07-07,657.6500244140625,664.3800048828125,654.739990234375,661.6199951171875,510000,0.0,0.0,0.005883686989262671
2022-07-08,658.6699829101562,662.9299926757812,657.4099731445312,657.8800048828125,480100,0.0,0.0,-0.005652776914205182
2022-07-11,659.6900024414062,661.97998046875,654.4400024414062,655.2999877929688,315800,0.0,0.0,-0.003921713793844983
2022-07-12,657.1900024414062,664.25,650.5999755859375,653.2899780273438,346800,0.0,0.0,-0.0030673123806924663
2022-07-13,647.5399780273438,670.4400024414062,647.5399780273438,667.1599731445312,361800,0.0,0.0,0.021230993255198838
2022-07-14,661.969970703125,675.6099853515625,656.1699829101562,673.780029296875,357300,0.0,0.0,0.009922741799303969
2022-07-15,677.030029296875,683.97998046875,674.280029296875,683.2000122070312,390200,0.0,0.0,0.013980798629467328
2022-07-18,681.5,684.1500244140625,671.3300170898438,672.739990234375,384000,0.0,0.0,-0.015310336337474362
2022-07-19,680.5,690.4199829101562,677.27001953125,689.3200073242188,363100,0.0,0.0,0.024645505441214244
2022-07-20,691.0,691.9299926757812,684.9500122070312,689.9600219726562,411700,0.0,0.0,0.0009284724679934353
2022-07-21,688.5,689.5700073242188,677.6799926757812,685.8599853515625,475900,0.0,0.0,-0.005942426358807595
2022-07-22,689.9500122070312,695.3099975585938,686.6900024414062,688.2000122070312,338400,0.0,0.0,0.0034118142265864293
2022-07-25,689.1099853515625,690.989990234375,683.1500244140625,685.2000122070312,326000,0.0,0.0,-0.004359197830263173
2022-07-26,676.510009765625,681.9099731445312,672.4600219726562,675.3499755859375,556500,0.0,0.0,-0.014375418046720045
2022-07-27,675.7899780273438,690.2000122070312,665.4500122070312,689.4000244140625,775500,0.0,0.0,0.020804100593821984
2022-07-28,673.8800048828125,711.8699951171875,671.2000122070312,707.010009765625,852400,0.0,0.0,0.025543929109270946
2022-07-29,702.3300170898438,706.9099731445312,698.0,703.5900268554688,472600,0.0,0.0,-0.004837248218437451
2022-08-01,701.27001953125,711.0999755859375,699.5599975585938,708.989990234375,442400,0.0,0.0,0.007674871974863162
2022-08-02,706.6799926757812,711.6599731445312,701.0900268554688,708.469970703125,449400,0.0,0.0,-0.0007334652652544182
2022-08-03,709.6799926757812,712.6300048828125,701.260009765625,705.3699951171875,506700,0.0,0.0,-0.004375592070417489
2022-08-04,707.9500122070312,711.8200073242188,703.5399780273438,706.9199829101562,473000,0.0,0.0,0.0021974110093969657
2022-08-05,702.3300170898438,709.8599853515625,697.780029296875,709.010009765625,330300,0.0,0.0,0.0029565253578838213
2022-08-08,714.3099975585938,717.3800048828125,708.2000122070312,712.27001953125,322700,0.0,0.0,0.004597974246798975
2022-08-09,710.1900024414062,725.3900146484375,709.6300048828125,717.02001953125,667200,0.0,0.0,0.006668819225503775
