Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return
2021-12-27,133.39530748394222,135.35011278787724,132.18819496834263,135.33209228515625,654500,0.0,0.0,
2021-12-28,134.71052822919475,136.6833542219081,134.37722449831134,134.55738830566406,686900,0.0,0.0,-0.005724466136678208
2021-12-29,135.53931267118693,136.56626154014694,134.15202242545794,134.2421112060547,748700,0.0,0.0,-0.002343067917557895
2021-12-30,134.10697317283223,135.66542379781936,134.10697317283223,134.5213623046875,595900,0.0,0.0,0.0020802049083106233
2021-12-31,134.56640220304976,136.33202671662167,134.56640220304976,135.70144653320312,572700,0.0,0.0,0.008772467125650829
2022-01-03,135.30507500834537,136.45813981768111,131.55760750519582,134.02589416503906,1106800,0.0,0.0,-0.012347343458524507
2022-01-04,135.72848720204826,136.81850102545962,134.61144949212098,136.56626892089844,1288000,0.0,0.0,0.018954357825295753
2022-01-05,137.07072623156705,139.8542963675674,134.5844188322814,135.06185913085938,1410900,0.0,0.0,-0.011015969037789564
2022-01-06,135.7554963924532,136.44914147771584,132.61159880607758,132.80076599121094,1292100,0.0,0.0,-0.016741167004503454
2022-01-07,132.87337056640834,133.92619572269103,131.92946743077974,132.20175170898438,1020700,1.1,0.0,-0.0045106236982563885
2022-01-10,131.60272623429,133.4270073157766,128.5259458093913,133.3997802734375,1335100,0.0,0.0,0.009062123224284901
2022-01-11,133.40886967392663,133.57223193345575,131.08538914086623,131.69349670410156,1035600,0.0,0.0,-0.012790752472293887
2022-01-12,131.60273724918534,132.0383838120271,129.19758931490273,130.28671264648438,1117900,0.0,0.0,-0.010682259130669558
2022-01-13,130.76776207060956,132.94600906420962,130.4954777341704,131.31231689453125,673900,0.0,0.0,0.007871902108925743
2022-01-14,130.70421283817817,130.87666003273839,128.1720005598805,129.78753662109375,923500,0.0,0.0,-0.011611860254222672
2022-01-18,128.11752537164324,128.97067628912652,126.24786128385814,126.49290466308594,1398300,0.0,0.0,-0.025384810003954983
2022-01-19,127.13729956991362,128.30810382975397,125.72143810258962,125.75773620605469,981200,0.0,0.0,-0.0058119343451663585
2022-01-20,125.99372767873703,128.03583884658238,123.35259391124175,123.46150207519531,931400,0.0,0.0,-0.018259187864967497
2022-01-21,123.52506416104707,124.77754982750194,121.90952813195976,122.32701873779297,1326700,0.0,0.0,-0.009188964319512105
2022-01-24,119.31374575037181,124.18757961139855,117.88879941581257,123.9697494506836,1435100,0.0,0.0,0.013429009632056843
2022-01-25,122.25441052144646,126.41124375625259,119.62236113493668,124.79570770263672,1348200,0.0,0.0,0.006662579021196713
2022-01-26,126.66535074798819,127.81801296808581,123.11661189766635,124.29650115966797,1314500,0.0,0.0,-0.0040001900078027175
2022-01-27,125.51270030677576,126.75612868254647,122.17272026287783,122.85342407226562,789800,0.0,0.0,-0.011609957431936158
2022-01-28,123.15294189327666,125.81221826777619,120.14877113886601,125.72146606445312,1021400,0.0,0.0,0.023345234484473565
2022-01-31,124.9318169350331,127.07376518997259,123.48872837549341,126.94670104980469,1185300,0.0,0.0,0.009745630747922007
2022-02-01,127.3097683444307,128.64394891884797,125.75775756536926,126.95580291748047,888500,0.0,0.0,7.169833954345783e-05
2022-02-02,128.480565827097,129.90551237165184,127.49127966817568,127.83617401123047,1369400,0.0,0.0,0.006934469110657648
2022-02-03,126.75613251490671,128.6711798438423,125.50363303609954,125.78498840332031,853300,0.0,0.0,-0.01604542394807562
2022-02-04,125.50362899406827,125.96650259791541,123.1801622117734,125.1224365234375,960700,0.0,0.0,-0.005267336653547172
2022-02-07,125.24950152152209,128.19921804286227,125.24950152152209,127.14639282226562,1235300,0.0,0.0,0.01617580631471327
2022-02-08,127.44588513674086,128.25365298650564,125.93925759930688,127.97229766845703,1441000,0.0,0.0,0.006495700175670027
2022-02-09,129.4607635151466,133.6538937581824,129.3609264213147,133.13656616210938,1629000,0.0,0.0,0.04035458132533987
2022-02-10,131.98393207975906,136.59456765311418,131.20339113921165,133.2818145751953,1287400,0.0,0.0,0.0010909731058339478
2022-02-11,134.00786737773677,134.78840820063422,129.78750983526214,131.0581512451172,941700,0.0,0.0,-0.016683921487455233
2022-02-14,131.39398880489173,132.54663726327462,129.59692080949725,130.16871643066406,894700,0.0,0.0,-0.006786566161685159
2022-02-15,131.60274468096537,134.18942485738026,131.5301346082323,134.04420471191406,879400,0.0,0.0,0.029772808609619617
2022-02-16,133.20010308670268,135.55081053141726,133.20010308670268,135.1060791015625,981100,0.0,0.0,0.007921822446040228
2022-02-17,133.74466035400974,134.071398676209,128.7528333392141,129.6513671875,1231600,0.0,0.0,-0.04037354906852164
2022-02-18,129.83292058033103,132.69187128753802,129.83292058033103,131.3667755126953,1006300,0.0,0.0,0.013230931245904465
2022-02-22,131.01280349687647,132.31974322543428,128.75286178168105,130.6043701171875,1240800,0.0,0.0,-0.005803639409830308
2022-02-23,132.21990414811944,132.21990414811944,125.83944141135437,126.2024917602539,958700,0.0,0.0,-0.03370391322268862
2022-02-24,122.54482409626402,128.64393046168803,121.75519837331684,128.48963928222656,1100900,0.0,0.0,0.018122839652940703
2022-02-25,128.2990469427588,131.7207217661773,127.84524443006495,131.6753387451172,738000,0.0,0.0,0.024793434557733196
2022-02-28,129.5152302130662,131.9839169111252,127.56388501043904,131.80239868164062,1622300,0.0,0.0,0.0009649486208604952
2022-03-01,131.86593616695762,131.86593616695762,125.87575093982207,126.96487426757812,1267300,0.0,0.0,-0.036702855657029465
2022-03-02,127.06468892253419,129.15218301033767,126.44752422383601,127.49126434326172,1940300,0.0,0.0,0.004145950434875534
2022-03-03,128.03585456926456,128.48965710673448,120.40289256527124,120.83853912353516,2655200,0.0,0.0,-0.052181812251971604
2022-03-04,119.30467293585619,120.1215257346543,115.33844356886254,119.84015655517578,1783200,0.0,0.0,-0.008262120475808765
2022-03-07,119.64959208470795,120.0670827104995,106.64360824306232,106.90681457519531,2938800,0.0,0.0,-0.1079216045084671
2022-03-08,106.90680007017389,115.81040342813283,105.31849122673502,111.3722152709961,2236400,0.0,0.0,0.04176909314475874
2022-03-09,115.910223603588,118.115703838095,114.71218538511975,116.68168640136719,1427000,0.0,0.0,0.04767321110971734
2022-03-10,113.92256520521023,118.7782500866319,113.09664833820906,118.32444763183594,1398700,0.0,0.0,0.014078998008461241
2022-03-11,119.84015240387942,120.6116221567504,116.60000990951694,117.08103942871094,1066300,0.0,0.0,-0.010508464041123933
2022-03-14,117.19904036347717,117.53484978835019,111.5265020785588,112.71546936035156,2147700,0.0,0.0,-0.037286738225598914
2022-03-15,114.48529569602691,115.52904284505324,111.08177689994761,112.88790893554688,2093100,0.0,0.0,0.00152986609711947
2022-03-16,115.69241234265925,118.76012172430029,115.19322681473638,117.69821166992188,1653300,0.0,0.0,0.04261131931428941
